	Domain	Supergroup	Kingdom	Phylum	Order	Class	Family	Genus
ASV00042	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV00193	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV00199	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV00543	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV00681	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV02763	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV02979	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV03397	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV03579	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV03991	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV03998	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV04039	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV04195	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV04382	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV04569	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV04576	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV05994	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV06840	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV07285	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV08056	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV08370	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV08439	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV08850	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV09098	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV09191	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV09306	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV09967	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV12254	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV12726	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV13916	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV14117	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV14417	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV14944	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV15814	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified	Chlorophyta_unclassified
ASV03085	Eukaryota	Archaeplastida	Chlorophyta	Pedinophyceae	Pedinomonadales	Pedinomonadaceae	Pedinomonas	Pedinomonas_unclassified
ASV00289	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV01360	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV01973	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV03041	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV07047	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV08997	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV10208	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV10316	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV11925	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV14659	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV15060	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_X_unclassified	Chlorellales_X_unclassified
ASV12495	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Asterochloris	Asterochloris_phycobiontica
ASV03199	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Microthamniales_X_unclassified	Microthamniales_X_unclassified
ASV03391	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Myrmecia	Myrmecia_sp.
ASV02102	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Trebouxia	Trebouxia_unclassified
ASV09835	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Elliptochloris	Elliptochloris_bilobata_var._corticola
ASV02445	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Elliptochloris	Elliptochloris_unclassified
ASV02972	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Elliptochloris	Elliptochloris_unclassified
ASV13815	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Elliptochloris	Elliptochloris_unclassified
ASV06531	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Pseudochlorella	Pseudochlorella_pringsheimii
ASV05618	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified
ASV08191	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified
ASV09193	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified
ASV13086	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified
ASV15123	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified	Trebouxiophyceae_unclassified
ASV02868	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Apatococcus	Apatococcus_lobatus
ASV06323	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Apatococcus	Apatococcus_lobatus
ASV01335	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Chloroidium	Chloroidium_ellipsoideum
ASV12088	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Chloroidium	Chloroidium_saccharophilum
ASV00954	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Chloroidium	Chloroidium_unclassified
ASV05366	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Chloroidium	Chloroidium_unclassified
ASV09752	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Chloroidium	Chloroidium_unclassified
ASV04454	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Watanabea-Clade_X_unclassified	Watanabea-Clade_X_unclassified
ASV00027	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00134	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00189	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00224	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00273	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00284	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00350	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00369	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00399	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00452	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00464	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00472	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00475	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00520	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00549	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00580	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00587	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00589	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00641	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00682	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00699	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00756	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00797	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00813	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00828	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00858	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00875	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00911	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00924	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV00946	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01021	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01113	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01121	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01123	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01164	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01175	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01235	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01338	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01362	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01363	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01368	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01392	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01431	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01465	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01513	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01558	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01576	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01582	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01609	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01617	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01662	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01671	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01690	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01729	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01781	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01794	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01843	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01882	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01936	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01939	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV01992	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02085	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02088	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02146	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02150	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02239	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02240	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02250	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02263	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02269	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02272	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02276	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02347	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02370	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02409	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02425	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02431	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02444	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02465	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02466	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02473	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02573	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02586	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02631	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02689	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02690	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02735	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
ASV02783	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Embryophyceae_XX_unclassified	Embryophyceae_XX_unclassified
