	Domain	Supergroup	Kingdom	Phylum	Order	Class	Family	Genus
ASV00191	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV00222	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV00346	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV00498	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV00840	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV01143	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV02037	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV02622	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV03227	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV05219	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV05754	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV05964	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV07352	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV07373	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV07376	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV08102	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV08643	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV09638	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV09881	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV12451	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV13554	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV13571	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV14640	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV14677	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV15391	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV15550	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_lycopersicum
ASV00319	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_unclassified
ASV00368	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_unclassified
ASV04745	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_unclassified
ASV08403	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_unclassified
ASV13992	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_unclassified
ASV14383	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Solanum	Solanum_unclassified
ASV01415	Eukaryota	Archaeplastida	Streptophyta	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Interfilum	Interfilum_paradoxum
ASV11734	Eukaryota	Archaeplastida	Streptophyta	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Klebsormidiophyceae_XX_unclassified	Klebsormidiophyceae_XX_unclassified
ASV03127	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified
ASV05773	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified
ASV07359	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified
ASV07490	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified
ASV08647	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified
ASV08757	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified
ASV10904	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified
ASV11478	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified
ASV14683	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified	Streptophyta_unclassified
ASV00022	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00038	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00043	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00045	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00068	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00073	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00076	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00094	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00096	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00114	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00115	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00119	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00126	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00131	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00137	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00154	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00156	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00171	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00172	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00179	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00186	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00197	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00213	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00215	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00217	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
ASV00228	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified
